qid,label,creator,year,country,country_clean,geo_tag,collection,location_label,lat,lon,sitelinks,pageviews_12mo,score,en_article,image
Q1216387,The Lacemaker,Johannes Vermeer,1669,France,France,France,Department of Paintings of the Louvre,Room 837,,,24,23760,47.9,The Lacemaker (Vermeer),http://commons.wikimedia.org/wiki/Special:FilePath/Johannes%20Vermeer%20-%20The%20lacemaker%20%28c.1669-1671%29.jpg
Q80317,Garçon à la pipe,Pablo Picasso,1905,,,,http://www.wikidata.org/.well-known/genid/fc981ac2be118ab95f33098d0e3ddbb4,,,,22,27452,47.9,Garçon à la pipe,
Q1220013,Opening of the Fifth Seal,El Greco,1610,United States,United States,United States,Metropolitan Museum of Art,Metropolitan Museum of Art,40.779444444,-73.963333333,19,33608,47.9,Opening of the Fifth Seal,http://commons.wikimedia.org/wiki/Special:FilePath/El%20Greco%2C%20The%20Vision%20of%20Saint%20John%20%281608-1614%29.jpg
Q5526647,Gassed,John Singer Sargent,1919,United Kingdom,United Kingdom,United Kingdom,Imperial War Museum London,Imperial War Museum London,51.495831,-0.108662,14,46516,47.9,Gassed (painting),http://commons.wikimedia.org/wiki/Special:FilePath/John%20Singer%20Sargent%20-%20Gassed%20%281919%29.jpg
Q984058,Las Hilanderas,Diego Velázquez,1655,Spain,Spain,Spain,Museo del Prado,Museo del Prado,40.413888888,-3.692222222,30,15526,47.8,Las Hilanderas,http://commons.wikimedia.org/wiki/Special:FilePath/Velazquez-las%20hilanderas.jpg
Q2337873,The Inspiration of Saint Matthew,Caravaggio,1602,Italy,Italy,Italy,San Luigi dei Francesi,Contarelli Chapel,41.89944444,12.47472222,23,25178,47.8,The Inspiration of Saint Matthew,http://commons.wikimedia.org/wiki/Special:FilePath/Caravaggio%20-%20La%20inspiraci%C3%B3n%20de%20San%20Mateo%20%28San%20Luigi%20dei%20Francesi%2C%20Roma%29.jpg
Q80869,Dull Gret,Pieter Brueghel the Elder,1561,Belgium,Belgium,Belgium,Museum Mayer van den Bergh,Museum Mayer van den Bergh,51.215517,4.405316,20,30688,47.8,Dull Gret,http://commons.wikimedia.org/wiki/Special:FilePath/Dulle%20Griet%2C%20by%20Pieter%20Brueghel%20%28I%29.jpg
Q1766454,Les raboteurs de parquet,Gustave Caillebotte,1875,France,France,France,Musée d'Orsay,Musée d'Orsay,48.859972,2.326527,19,32872,47.8,Les raboteurs de parquet,http://commons.wikimedia.org/wiki/Special:FilePath/Gustave%20Caillebotte%20-%20The%20Floor%20Planers%20-%20Google%20Art%20Project.jpg
Q1215604,The Source,Jean-Auguste-Dominique Ingres,1856,France,France,France,Musée d'Orsay,Musée d'Orsay,48.859972,2.326527,29,16316,47.7,The Source (Ingres),http://commons.wikimedia.org/wiki/Special:FilePath/Jean%20Auguste%20Dominique%20Ingres%20-%20The%20Spring%20-%20Google%20Art%20Project%202.jpg
Q2409245,Portrait of a Young Girl,Petrus Christus,1470,Germany,Germany,Germany,Gemäldegalerie Berlin,Gemäldegalerie Berlin,52.508611111,13.364722222,25,21575,47.7,Portrait of a Young Girl (Christus),http://commons.wikimedia.org/wiki/Special:FilePath/Petrus%20Christus%20-%20Portrait%20of%20a%20Young%20Woman%20-%20Google%20Art%20Project.jpg
Q1445107,Danaë,Gustav Klimt,1907,Austria,Austria,Austria,Leopold Museum,Leopold Museum,48.20265,16.359142,24,22759,47.7,Danaë (Klimt),http://commons.wikimedia.org/wiki/Special:FilePath/Gustav%20Klimt%20010.jpg
Q39537,Circe Offering the Cup to Ulysses,John William Waterhouse,1891,United Kingdom,United Kingdom,United Kingdom,Gallery Oldham,Gallery Oldham,53.5403,-2.10917,19,31930,47.7,Circe Offering the Cup to Ulysses,http://commons.wikimedia.org/wiki/Special:FilePath/Circe%20Offering%20the%20Cup%20to%20Odysseus%20%282457%20x%204023px%20ed.%29.jpg
Q2715177,Saint Jerome,Caravaggio,1606,Italy,Italy,Italy,Borghese Collection,Galleria Borghese,41.91421,12.492144,18,34249,47.7,Saint Jerome Writing,http://commons.wikimedia.org/wiki/Special:FilePath/Caravaggio%20-%20Saint%20Jerome%20-%20Galleria%20Borghese.jpg
Q2915406,Broadway Boogie Woogie,Piet Mondrian,1942,United States,United States,United States,Museum of Modern Art,Museum of Modern Art,40.761444444,-73.977611111,18,33863,47.7,Broadway Boogie Woogie,http://commons.wikimedia.org/wiki/Special:FilePath/Piet%20Mondrian%2C%201942%20-%20Broadway%20Boogie%20Woogie.jpg
Q2528741,Christ Crucified,Diego Velázquez,1632,Spain,Spain,Spain,Museo del Prado,Museo del Prado,40.413888888,-3.692222222,18,33892,47.7,Christ Crucified (Velázquez),http://commons.wikimedia.org/wiki/Special:FilePath/Cristo%20crucificado.jpg
Q17001535,Death and Life,Gustav Klimt,1910,Austria,Austria,Austria,Leopold Museum,Leopold Museum,48.20265,16.359142,16,39326,47.7,Death and Life,http://commons.wikimedia.org/wiki/Special:FilePath/Gustav%20Klimt%20-%20Death%20and%20Life%20-%20Google%20Art%20Project.jpg
Q18344787,Lady Agnew of Lochnaw,John Singer Sargent,1892,United Kingdom,United Kingdom,United Kingdom,National Galleries Scotland,Scottish National Gallery,55.950902,-3.195686,11,55021,47.7,Lady Agnew of Lochnaw,http://commons.wikimedia.org/wiki/Special:FilePath/John%20Singer%20Sargent%20-%20Lady%20Agnew%20of%20Lochnaw%20%281892%29.jpeg
Q969367,Woman Holding a Balance,Johannes Vermeer,1665,United States,United States,United States,"National Gallery of Art (Washington, D.C.)","National Gallery of Art (Washington, D.C.)",38.891388888,-77.02,27,18245,47.6,Woman Holding a Balance,http://commons.wikimedia.org/wiki/Special:FilePath/Johannes%20Vermeer%20-%20Woman%20Holding%20a%20Balance%20-%20Google%20Art%20Project.jpg
Q2873092,Autumn Rhythm (Number 30),Jackson Pollock,1950,United States,United States,United States,Metropolitan Museum of Art,Metropolitan Museum of Art,40.779444444,-73.963333333,11,53513,47.6,Autumn Rhythm (Number 30),
Q701035,The Last Judgment,Hans Memling,1467,Poland,Poland,Europe other,National Museum in Gdańsk,National Museum in Gdańsk,54.345425,18.64691389,23,23089,47.5,The Last Judgment (Memling),http://commons.wikimedia.org/wiki/Special:FilePath/Das%20J%C3%BCngste%20Gericht%20%28Memling%29.jpg
Q1212920,Flagellation of Christ,Piero della Francesca,1459,Italy,Italy,Italy,Galleria Nazionale delle Marche,Galleria Nazionale delle Marche,43.724344,12.636471,22,24992,47.5,Flagellation of Christ (Piero della Francesca),http://commons.wikimedia.org/wiki/Special:FilePath/Piero%20della%20Francesca%20Flagellazione-gndm-full.jpg
Q2626595,The Seven Works of Mercy,Caravaggio,1600,Italy,Italy,Italy,Pio Monte della Misericordia,Pio Monte della Misericordia,40.851871,14.260426,18,32674,47.5,The Seven Works of Mercy (Caravaggio),http://commons.wikimedia.org/wiki/Special:FilePath/The%20Seven%20Works%20of%20Mercy-Caravaggio%20%281607%29.jpg
Q3607521,At the Moulin Rouge,Henri de Toulouse-Lautrec,1892,United States,United States,United States,Art Institute of Chicago,Art Institute of Chicago,41.879444444,-87.623888888,18,32698,47.5,At the Moulin Rouge,http://commons.wikimedia.org/wiki/Special:FilePath/Henri%20de%20Toulouse-Lautrec%20-%20At%20the%20Moulin%20Rouge%20-%201928.610%20-%20Art%20Institute%20of%20Chicago.jpg
Q16965482,In a Roman Osteria,Carl Bloch,1866,Denmark,Denmark,Europe other,Statens Museum for Kunst,Statens Museum for Kunst,55.68889,12.57861,16,37318,47.5,In a Roman Osteria,http://commons.wikimedia.org/wiki/Special:FilePath/Fra%20et%20romersk%20osteria.jpg
Q956541,The Death of General Wolfe,Benjamin West,1770,Canada,Canada,Americas,National Gallery of Canada,National Gallery of Canada,45.429535,-75.698906,12,48668,47.5,The Death of General Wolfe,http://commons.wikimedia.org/wiki/Special:FilePath/Benjamin%20West%20005.jpg
Q673984,A Bigger Splash,Q159907,1967,United Kingdom,United Kingdom,United Kingdom,Tate,Tate Britain,51.491062,-0.127789,10,55298,47.5,A Bigger Splash,
Q500951,The Yellow Christ,Paul Gauguin,1889,United States,United States,United States,Buffalo AKG Art Museum,Buffalo AKG Art Museum,42.93245,-78.875618,32,12514,47.4,The Yellow Christ,http://commons.wikimedia.org/wiki/Special:FilePath/Paul%20Gauguin%20-%20The%20Yellow%20Christ%20%28Le%20Christ%20jaune%29%201889.jpg
Q2336984,The Music Lesson,Johannes Vermeer,1662,United Kingdom,United Kingdom,United Kingdom,Royal Collection,Buckingham Palace,51.501,-0.142,25,19644,47.4,The Music Lesson,http://commons.wikimedia.org/wiki/Special:FilePath/Johannes%20Vermeer%20-%20Lady%20at%20the%20Virginal%20with%20a%20Gentleman%2C%20%27The%20Music%20Lesson%27%20-%20Google%20Art%20Project.jpg
Q1430990,"Venus, Cupid, Folly and Time",Bronzino,1545,United Kingdom,United Kingdom,United Kingdom,National Gallery,National Gallery,51.508888888,-0.128333333,23,22528,47.4,"Venus, Cupid, Folly and Time",http://commons.wikimedia.org/wiki/Special:FilePath/Angelo%20Bronzino%20-%20Venus%2C%20Cupid%2C%20Folly%20and%20Time%20-%20National%20Gallery%2C%20London.jpg
Q4429116,The Magpie,Pablo Picasso,1868,France,France,France,Musée d'Orsay,Musée d'Orsay,48.859972,2.326527,19,29709,47.4,The Magpie (Monet),http://commons.wikimedia.org/wiki/Special:FilePath/Claude%20Monet%20-%20The%20Magpie%20-%20Google%20Art%20Project.jpg
Q714804,Freedom from Fear,Norman Rockwell,1943,United States,United States,United States,Norman Rockwell Museum,Norman Rockwell Museum,42.287917,-73.335864,14,41587,47.4,Freedom from Fear (painting),http://commons.wikimedia.org/wiki/Special:FilePath/%22Freedom%20from%20Fear%22%20-%20NARA%20-%20513538.jpg
Q7715071,The Awakening Conscience,William Holman Hunt,1853,United Kingdom,United Kingdom,United Kingdom,Tate Britain,Tate,51.491062,-0.127789,14,41679,47.4,The Awakening Conscience,http://commons.wikimedia.org/wiki/Special:FilePath/William%20Holman%20Hunt%20-%20The%20Awakening%20Conscience%20-%20Google%20Art%20Project.jpg
Q2915336,"The Bride Stripped Bare By Her Bachelors, Even",Marcel Duchamp,1915,United States,United States,United States,Philadelphia Museum of Art,France,47.0,2.0,11,50205,47.4,"The Bride Stripped Bare by Her Bachelors, Even",
Q1217003,Portrait of an Unknown Woman,Ivan Kramskoi,1883,Russia,Russia,Russia,Tretyakov Gallery,Tretyakov Gallery,55.741389,37.620864,27,16959,47.3,Portrait of an Unknown Woman,http://commons.wikimedia.org/wiki/Special:FilePath/Kramskoy%20Portrait%20of%20a%20Woman.jpg
Q432253,Garden at Sainte-Adresse,Claude Monet,1867,United States,United States,United States,Metropolitan Museum of Art,Metropolitan Museum of Art,40.779444444,-73.963333333,23,22013,47.3,Garden at Sainte-Adresse,http://commons.wikimedia.org/wiki/Special:FilePath/Claude%20Monet%20-%20Jardin%20%C3%A0%20Sainte-Adresse.jpg
Q2667782,The Descent from the Cross,Peter Paul Rubens,1611,Belgium,Belgium,Belgium,Onze-Lieve-Vrouwekathedraal,Onze-Lieve-Vrouwekathedraal,51.220268,4.40025,18,30658,47.3,"The Descent from the Cross (Rubens, 1612–1614)",http://commons.wikimedia.org/wiki/Special:FilePath/Peter%20Paul%20Rubens%20-%20Descent%20from%20the%20Cross%20-%20WGA20212.jpg
Q495447,Massacre in Korea,Pablo Picasso,1951,France,France,France,Musée Picasso,Musée Picasso,48.859731,2.362439,14,40798,47.3,Massacre in Korea,
Q2464824,Metamorphosis of Narcissus,Salvador Dalí,1938,United Kingdom,United Kingdom,United Kingdom,Tate,Tate Modern,51.507777777,-0.099444444,10,52800,47.3,Metamorphosis of Narcissus,
Q2472983,Last Supper,Jacopo Tintoretto,1563,Italy,Italy,Italy,Church of San Giorgio Maggiore,Church of San Giorgio Maggiore,45.4293,12.3433,22,23062,47.2,Last Supper (Tintoretto),http://commons.wikimedia.org/wiki/Special:FilePath/Jacopo%20Tintoretto%20-%20The%20Last%20Supper%20-%20WGA22649.jpg
Q2714617,The Disrobing of Christ,El Greco,1578,Spain,Spain,Spain,Toledo Cathedral,Toledo Cathedral,39.857083333,-4.023888888,21,24514,47.2,The Disrobing of Christ,http://commons.wikimedia.org/wiki/Special:FilePath/El%20Expolio%2C%20por%20El%20Greco.jpg
Q686107,The Procession to Calvary,Pieter Brueghel the Elder,1564,Austria,Austria,Austria,Kunsthistorisches Museum,Pieter Breugelthe Elder  - Hall X,48.203880555,16.3616,19,28422,47.2,The Procession to Calvary (Bruegel),http://commons.wikimedia.org/wiki/Special:FilePath/Pieter%20Bruegel%20d.%20%C3%84.%20007b.jpg
Q579455,Suprematist Composition: White on White,Kazimir Malevich,1918,United States,United States,United States,Museum of Modern Art,Museum of Modern Art,40.761444444,-73.977611111,17,31980,47.2,White on White,http://commons.wikimedia.org/wiki/Special:FilePath/White%20on%20White%20%28Malevich%2C%201918%29.png
Q4451145,Dance at Bougival,Pierre-Auguste Renoir,1883,United States,United States,United States,Museum of Fine Arts Boston,Museum of Fine Arts Boston,42.339444444,-71.094166666,17,32567,47.2,Dance at Bougival,http://commons.wikimedia.org/wiki/Special:FilePath/Dance-At-Bougival.jpg
Q1813497,Wilton Diptych,http://www.wikidata.org/.well-known/genid/ffbef093f41550ffa45b30c5b91a3156,1397,United Kingdom,United Kingdom,United Kingdom,National Gallery,United Kingdom,54.6,-2.0,15,37258,47.2,Wilton Diptych,http://commons.wikimedia.org/wiki/Special:FilePath/Wilton%20Diptych.jpg
Q3686086,Pastoral Concert,Titian,1510,France,France,France,Department of Paintings of the Louvre,Louvre storage (depot),,,15,37139,47.2,Pastoral Concert,http://commons.wikimedia.org/wiki/Special:FilePath/Le%20Concert%20champ%C3%AAtre%2C%20by%20Titian%2C%20from%20C2RMF%20retouched.jpg
Q6122115,Saturn,Peter Paul Rubens,1637,Spain,Spain,Spain,Museo del Prado,Museo del Prado,40.413888888,-3.692222222,12,45157,47.2,Saturn (Rubens),http://commons.wikimedia.org/wiki/Special:FilePath/Rubens%20saturn.jpg
Q2344505,Madonna of the Goldfinch,Raphael,1505,Italy,Italy,Italy,Uffizi Gallery,Uffizi Gallery,43.768333333,11.255277777,29,14158,47.1,Madonna del Cardellino,http://commons.wikimedia.org/wiki/Special:FilePath/Raphael%2C%20Madonna%20del%20Cardellino%2C%201507%2C%20Uffizi.jpg
Q2294441,Danaë,Rembrandt,1636,Russia,Russia,Russia,Hermitage Museum,Hermitage Museum,59.940555555,30.313611111,27,16080,47.1,Danaë (Rembrandt),http://commons.wikimedia.org/wiki/Special:FilePath/Rembrandt%20Harmensz.%20van%20Rijn%20026.jpg
Q776175,The Harvesters,Pieter Brueghel the Elder,1565,United States,United States,United States,Metropolitan Museum of Art,Metropolitan Museum of Art,40.779444444,-73.963333333,24,19653,47.1,The Harvesters (painting),http://commons.wikimedia.org/wiki/Special:FilePath/Pieter%20Bruegel%20the%20Elder-%20The%20Harvesters%20-%20Google%20Art%20Project.jpg
Q2308934,Leda and the Swan,Leonardo da Vinci,1510,France,France,France,Palace of Fontainebleau,Museum Boijmans Van Beuningen,51.914215,4.473341,19,27533,47.1,Leda and the Swan (Leonardo),http://commons.wikimedia.org/wiki/Special:FilePath/Study%20for%20the%20Kneeling%20Leda.jpg
Q1683743,Vampire,Edvard Munch,1893,Norway,Norway,Europe other,Munch Museum,Munch Museum,59.90575,10.755305555,18,29171,47.1,Love and Pain (Munch),http://commons.wikimedia.org/wiki/Special:FilePath/Edvard%20Munch%20-%20Vampire%20-%20MM.M.00292%20-%20Munch%20Museum.jpg
Q3829156,The Three Ages of Woman,Gustav Klimt,1905,Italy,Italy,Italy,Galleria Nazionale d'Arte Moderna e Contemporanea di Roma,Galleria Nazionale d'Arte Moderna e Contemporanea di Roma,41.917046,12.4799803,18,29648,47.1,The Three Ages of Woman (Klimt),http://commons.wikimedia.org/wiki/Special:FilePath/Klimt%20-%20The%20Three%20Ages%20of%20Woman%20%281905%29%20Google%20Art%20Project.jpg
Q3821820,The Ballet Class,Edgar Degas,1871,France,France,France,Musée d'Orsay,Musée d'Orsay,48.859972,2.326527,14,38523,47.1,"The Ballet Class (Degas, Musée d'Orsay)",http://commons.wikimedia.org/wiki/Special:FilePath/Edgar%20Degas%20-%20The%20Ballet%20Class%20-%20Google%20Art%20Project.jpg
Q19363211,Self-Portrait with Bandaged Ear,Vincent van Gogh,1889,United Kingdom,United Kingdom,United Kingdom,Courtauld Gallery,Courtauld Gallery,51.511568,-0.117712,14,38499,47.1,Self-Portrait with Bandaged Ear,http://commons.wikimedia.org/wiki/Special:FilePath/Self-Portrait%20with%20a%20Bandaged%20Ear%20-%20Vincent%20van%20Gogh.jpg
Q3399440,Portrait of Louis XIV,Hyacinthe Rigaud,1701,France,France,France,Department of Paintings of the Louvre,Room 602,,,11,47066,47.1,Portrait of Louis XIV,http://commons.wikimedia.org/wiki/Special:FilePath/Portrait%20of%20Louis%20XIV%20of%20France%20in%20Coronation%20Robes%20%28by%20Hyacinthe%20Rigaud%29%20-%20Louvre%20Museum.jpg
Q1282840,Napoleon I on his Imperial Throne,Jean-Auguste-Dominique Ingres,1806,France,France,France,Musée de l'Armée,Louvre Museum,48.861111111,2.335833333,20,25134,47.0,Napoleon I on His Imperial Throne,http://commons.wikimedia.org/wiki/Special:FilePath/Ingres%2C%20Napoleon%20on%20his%20Imperial%20throne.jpg
Q556553,The Land of Cockaigne,Pieter Brueghel the Elder,1550,Germany,Germany,Germany,Bavarian State Painting Collections,Alte Pinakothek,48.148291,11.569985,19,27073,47.0,The Land of Cockaigne (Bruegel),http://commons.wikimedia.org/wiki/Special:FilePath/Pieter%20Bruegel%20d.%20%C3%84.%20%281525-1569%29%20-%20Das%20Schlaraffenland%20-%208940%20-%20Bavarian%20State%20Painting%20Collections.jpg
Q797902,Head of a Woman,Leonardo da Vinci,1500,Italy,Italy,Italy,Galleria nazionale di Parma,Galleria nazionale di Parma,44.804722222,10.325861111,16,32670,47.0,La Scapigliata,http://commons.wikimedia.org/wiki/Special:FilePath/Lascapigliata.jpg
Q1659383,The Garden of Death,Hugo Simberg,1896,Finland,Finland,Europe other,Finnish National Gallery,Ateneum,60.1700846,24.9439789,13,40491,47.0,The Garden of Death,http://commons.wikimedia.org/wiki/Special:FilePath/Hugo%20Simberg%20-%20The%20Garden%20of%20Death%20-%20Google%20Art%20Project.jpg
Q94845,The Temptation of St. Anthony,Salvador Dalí,1946,Belgium,Belgium,Belgium,Royal Museums of Fine Arts of Belgium,Spain,40.2,-3.5,11,45693,47.0,The Temptation of St. Anthony (Dalí),
Q775407,The Balcony,Édouard Manet,1868,France,France,France,Musée d'Orsay,Musée d'Orsay,48.859972,2.326527,27,15375,46.9,The Balcony (Manet),http://commons.wikimedia.org/wiki/Special:FilePath/Edouard%20Manet%20-%20The%20Balcony%20-%20Google%20Art%20Project.jpg
Q3808227,Girls at the Piano,Pierre-Auguste Renoir,1892,France,France,France,Musée d'Orsay,Musée d'Orsay,48.859972,2.326527,22,21598,46.9,Girls at the Piano,http://commons.wikimedia.org/wiki/Special:FilePath/Auguste%20Renoir%20-%20Young%20Girls%20at%20the%20Piano%20-%20Google%20Art%20Project.jpg
Q644936,The Rape of the Daughters of Leucippus,Peter Paul Rubens,1618,Germany,Germany,Germany,Bavarian State Painting Collections,"Alte Pinakothek, upper floor, gallery VII",48.149583,11.571776,21,23122,46.9,The Rape of the Daughters of Leucippus,http://commons.wikimedia.org/wiki/Special:FilePath/Peter%20Paul%20Rubens%20-%20The%20Rape%20of%20the%20Daughters%20of%20Leucippus.jpg
Q609572,Manaò tupapaú,Paul Gauguin,1892,United States,United States,United States,Buffalo AKG Art Museum,Buffalo AKG Art Museum,42.93245,-78.875618,18,28167,46.9,Spirit of the Dead Watching,http://commons.wikimedia.org/wiki/Special:FilePath/Paul%20Gauguin%20-%20Mana%C3%B2%20tupapa%C3%BA%20%28Spirit%20of%20the%20Dead%20Watching%29%20-%201965-1%20-%20Albright%E2%80%93Knox%20Art%20Gallery.tiff
Q4681871,Adele Bloch-Bauer II,Gustav Klimt,1912,,,,http://www.wikidata.org/.well-known/genid/5cb94a9cbe24b9b1ddcd5d5b81fe206a,,,,14,36629,46.9,Portrait of Adele Bloch-Bauer II,http://commons.wikimedia.org/wiki/Special:FilePath/Gustav%20Klimt%20047.jpg
Q3212180,Surrender of Lord Cornwallis,John Trumbull,1819,United States,United States,United States,United States Capitol rotunda,United States Capitol rotunda,38.889805555,-77.009083333,11,45076,46.9,Surrender of Lord Cornwallis,http://commons.wikimedia.org/wiki/Special:FilePath/Surrender%20of%20Lord%20Cornwallis.jpg
